insect_order;insect_family;insect_species;species_authors;species_authors_galls;sampling_year;host_plant_adjusted_scientific_name;host_plant_paper_original_scientific_name;host_plant_family;site_states;site_municipality;study_location;vegetation_type;complete_references;additional_references
Diptera;Cecidomyiidae;Primadiplosis microgramma Maia, 2011;Maia, 2011;Santos;2008;Microgramma vacciniifolia (Langsd. & Fisch.) Copel.;Microgramma vacciniifolia (Langsd. & Fisch.) Copel.;Polypodiaceae;Rio de Janeiro;Maricá;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1221";"Santos & Maia, 2018; Maia, V.C. and M.Guerra Santos. A new genus and species of gall midge (Diptera, Cecidomyiidae) associated with Microgramma vaccinifolia (Langsd. & Fisch.) Copel (Polypodiaceae) from Brazil. Revista Brasileira de Entomologia 55: 40–44."
Lepidoptera;Tortricidae;Tortrimosaica polypodivora Brown & Baixeras, 2004;Brown & Baixeras, 2004;Santos & Maia (revisão literatura);1988-2017;Microgramma squamulosa (Kaulf.) de la Sota;Microgramma vacciniifolia (Langsd. & Fisch.) Copel.;Polypodiaceae;São Paulo;São Paulo;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1252";Santos, M.G. and V.C. Maia. 2018. A synopsis of fern galls in Brazil. Biota Neotrop. 18 (3)
Lepidoptera;Tortricidae;Tortrimosaica polypodivora Brown & Baixeras, 2004;Brown & Baixeras, 2004;Santos & Maia (revisão literatura);1988-2017;Microgramma vacciniifolia (Langsd. & Fisch.) Copel.;Microgramma vacciniifolia (Langsd. & Fisch.) Copel.;Polypodiaceae;Rio de Janeiro;Maricá;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1251";Santos, M.G. and V.C. Maia. 2018. A synopsis of fern galls in Brazil. Biota Neotrop. 18 (3)
Diptera;Cecidomyiidae;Liodiplosis cylindrica Gagné, 2001;Gagné, 2001;Maia;"2002-2005; 2008";Mikania cf. biformis;Mikania cf. biformis;Asteraceae;"Rio de Janeiro; São Paulo";"Angra dos Reis; Bertioga";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1163";"Maia et al., 2008, Maia & Oliveira, 2010; Maia, 2013; Maia & Proença (2016)  "
Diptera;Cecidomyiidae;Liodiplosis spherica Gagné, 2001;Gagné, 2001;Maia;"2002-2005; 2008";Mikania cf. biformis;Mikania cf. biformis;Asteraceae;"Rio de Janeiro; São Paulo";"Angra dos Reis; Bertioga";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1166";"Maia et al., 2008, Maia & Oliveira, 2010; Maia, 2013; Maia & Proença (2016)  "
Diptera;Cecidomyiidae;Perasphondylia mikaniae Gagné, 2001;Gagné, 2001;"Oda &  Monteiro; Maia; Maia & Mascarenhas";"1996, 1997; 2004-2005; 2014-2016";Mikania glomerata Spreng. ;Mikania cf. biformis;Asteraceae;"Rio de Janeiro; Rio Grande do Sul";"Silva Jardim; Morro Redondo";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1218";"Luz, F. A., and Goetz, A. P. M. 2021. Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas, 34(2), 5. Maia, V.C. and Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.; Gagné, R.J., Oda, R.A.M. and Monteiro, R.E. 2001. The gall midges (Diptera: Cecidomyiidae) of Mikania glomerata (Asteraceae) in Southeastern Brazil. Proceedings of the Entomological Society of Washington 103: 110–134. "
Diptera;Cecidomyiidae;Asphondylia glomeratae Gagné, 2001;Gagné, 2001;Maia;2002-2004, 2008;Mikania cf. biformis ;Mikania cf. biformis;Asteraceae;"Espírito Santo; Minas Gerais; São Paulo";"Santa Teresa; Viçosa; Bertioga";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1057";Maia, V.C. & Proença, B. 2016. Insect galls on Mikania glomerata (Asteraceae) in an area of Atlantic Forest in Viçosa (Minas Gerais, Brazil). Check List 11: doi.org/10.15560/12.2.2026
Diptera;Cecidomyiidae;Asphondylia moehni Skuhravá, 1989;Skuhravá, 1989;Maia;2008;Mikania cf. biformis ;Mikania cf. biformis;Asteraceae;"Espírito Santo; Minas Gerais";"Santa Teresa; Viçosa";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1059";Maia, V.C. & Proença, B. 2016. Insect galls on Mikania glomerata (Asteraceae) in an area of Atlantic Forest in Viçosa (Minas Gerais, Brazil). Check List 11: doi.org/10.15560/12.2.2026
Diptera;Cecidomyiidae;Liodiplosis conica Gagné, 2001;Gagné, 2001;Maia;2002-2004, 2008;Mikania cf. biformis ;Mikania cf. biformis;Asteraceae;"Rio de Janeiro; São Paulo; Rio Grande do Sul";"Angra dos Reis, Silva Jardim, Reserva Biológica da União, Rio de Janeiro, Grumari, Valença; Bertioga; Canela; ";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1161";"Maia & Oliveira, 2010; Maia, 2013; Maia & Proença (2016)  "
Diptera;Cecidomyiidae;Alycaulus globulus Gagné, 2001;Gagné, 2001;Maia;2002-2004, 2008;Mikania cf. biformis DC.;Mikania cf. biformis DC.;Asteraceae;"Espírito Santo; Minas Gerais";"Santa Teresa; Viçosa";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1038";NE
Diptera;Cecidomyiidae;Mikaniadiplosis annulipes Gagné, 2001;Gagné, 2001;Maia;"2002-2005; 2008";Mikania cf. biformis;"Mikania cf. biformis; Mikania sp.";Asteraceae;Rio de Janeiro;Angra dos Reis;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1196";Maia, V.C. and Proença, B. 2016. Insect galls on Mikania glomerata (Asteraceae) in an area of Atlantic Forest in Viçosa (Minas Gerais, Brazil). Check List 11.
Diptera;Cecidomyiidae;Alycaulus trilobata Möhn, 1964;Möhn, 1964;"Möhn; Maia";"1956; 2004-2005";Mikania cordifolia (L.f.) Willd.;Mikania cordifolia (L.f.) Willd.;Asteraceae;São Paulo ;Bertioga;;Atlantic Forest, Amazon Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1042";Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197. 
Diptera;Cecidomyiidae;Alycaulus globulus Gagné, 2001;Gagné, 2001;"Oda; Maia & Proença ";1997, 2016;Mikania glomerata Spreng.;Mikania glomerata Spreng.;Asteraceae;"Rio de Janeiro; São Paulo";"Poço das Antas, Rio de Janeiro (Grumari), Parque Nacional do Itatiaia, Reserva Biológica União;  Bertioga";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1039";NE
Diptera;Cecidomyiidae;Asphondylia glomeratae Gagné, 2001;Gagné, 2001;"Oda; Maia & Proença; Maia & Mascarenhas; Flor, 2019";"1997, 2004-2005, 2015-2016; 2019";Mikania glomerata Spreng.;Mikania glomerata Spreng.;Asteraceae;"Rio de Janeiro; São Paulo; Minas Gerais";"Rio de Janeiro, Parque Nacional do Itatiaia, Paraty, Valença;  Bertioga; Viçosa";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1058";Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.
Diptera;Cecidomyiidae;Asphondylia moehni Skuhravá, 1989;Skuhravá, 1989;"Humboldt & Bonplant; Maia; Maia & Mascarenhas; Goetz et al; Flor";"2015-1017; 2019";Mikania glomerata Spreng.;Mikania glomerata Spreng.;Asteraceae;"Rio Grande do Sul; São Paulo; Rio de Janeiro; Minas Gerais";" Canela, Santa Tereza; Bertioga, Ubatuba; Parque Nacional do Itatiaia, Paraty";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1061";"Goetz, A.P.M., Luz, F.A., Toma, T.S.P. & Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766.; Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575; Möhn, E. 1973. Studien über neotropische Gallmücken (Diptera, Itonididae). 2. Teil. Stuttgarter Beiträge zur Naturkunde No. 257: 1–9."
Diptera;Cecidomyiidae;Contarinia ubiquita Gagné, 2001;Gagné, 2001;"Oda; Maia & Proença ";1997, 2016;Mikania glomerata Spreng. ;Mikania glomerata Spreng. ;Asteraceae;Rio de Janeiro;Silva Jardim;;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1121";NE
Diptera;Cecidomyiidae;Liodiplosis conica Gagné, 2001;Gagné, 2001;"Oda; Maia & Proença; Goetz et al";"1999, 2016; 2015-2017";Mikania glomerata Spreng. ;Mikania glomerata Spreng. ;Asteraceae;"Rio de Janeiro; Santa Catarina";"Parque Nacional da Tijuca; Reserva Biológica União; Canela; Santa Tereza";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1160";"Goetz et al., 2018; Gagné, R.J., R.A.M. Oda and R.E. Monteiro. The gall midges
(Diptera: Cecidomyiidae) of Mikania glomerata (Asteraceae) in Southeastern Brazil.
Proceedings of the Entomological Society of Washington 103: 110–134."
Diptera;Cecidomyiidae;Liodiplosis cylindrica Gagné, 2001;Gagné, 2001;"Oda; Maia & Proença; Maia & Mascarenhas; Goetz et al; Flor, 2019";"1996, 2009; 2015-2016; 2015-2017; 2019";Mikania glomerata Spreng. ;Mikania glomerata Spreng. ;Asteraceae;"Rio de Janeiro; Minas Gerais; Rio Grande do Sul";"Parque Nacional do Itatiaia, Paraty;  Viçosa; Canela, Santa Tereza;";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1162";"Flor, I.C. and V.C. Maia. 2020. Cecidomyiidae (Diptera) in the State of Santa Catarina, Brazil. Entomological Communications. 4:ec04003. ; Goetz et al., 2018; Maia, V.C. and Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Gagné, R.J., Oda, R.A.M. and Monteiro, R.E. 2001. The gall midges (Diptera: Cecidomyiidae) of Mikania glomerata (Asteraceae) in Southeastern Brazil. Proceedings of the Entomological Society of Washington 103: 110–134."
Diptera;Cecidomyiidae;Liodiplosis spherica Gagné, 2001;Gagné, 2001;"Oda & Monteiro; Maia & Mascarenhas; Goetz et al; Flor, 2019";"1997, 2004-2005, 2015-2017; 2019";Mikania glomerata Spreng. ;Mikania glomerata Spreng. ;Asteraceae;"São Paulo, Rio de Janeiro, Minas Gerais; Rio Grande do Sul ";"Bertioga; Parque Nacional do Itatiaia, Paraty, Viçosa;  Canela, Santa Tereza;";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1167";"Flor, I.C. and V.C. Maia. 2020. Cecidomyiidae (Diptera) in the State of Santa Catarina, Brazil. Entomological Communications. 4:ec04003. ; Goetz et al., 2018; Maia, V.C. and Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.; Gagné, R.J., Oda, R.A.M. and Monteiro, R.E. 2001. The gall midges (Diptera: Cecidomyiidae) of Mikania glomerata (Asteraceae) in Southeastern Brazil. Proceedings of the Entomological Society of Washington 103: 110–134."
Diptera;Cecidomyiidae;Mikaniadiplosis annulipes Gagné, 2001;Gagné, 2001;"Oda & Monteiro; Goetz et al; Flor";"1998; 2015-2017; 2019";Mikania glomerata Spreng. ;Mikania glomerata Spreng. ;Asteraceae;"Rio Grande do Sul; Santa Catarina ";"Canela, Santa Tereza; São Francisco do Sul";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1197";"Flor, I.C. and V.C. Maia. 2020. Cecidomyiidae (Diptera) in the State of Santa Catarina, Brazil. Entomological Communications. 4:ec04003.; Gagné, R.J., Oda, R.A.M. and Monteiro, R.E. 2001. The gall midges (Diptera: Cecidomyiidae) of Mikania glomerata (Asteraceae) in Southeastern Brazil. Proceedings of the Entomological Society of Washington 103: 110–134.; Goetz, A.P.M., Luz, F.A., Toma, T.S.P. and Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766."
Diptera;Cecidomyiidae;Perasphondylia mikaniae Gagné, 2001;Gagné, 2001;Maia;2008;Mikania cf. biformis;Mikania glomerata Spreng. ;Asteraceae;"Rio de Janeiro; São Paulo; Minas Gerais";"Paraty, Parque Nacional do Itatiaia; Bertioga";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1219";"Maia, 2013; Maia & Proença (2016)  "
Diptera;Cecidomyiidae;Asphondylia moehni Skuhravá, 1989;Skuhravá, 1989;"Bruggmann; Maia";"before 1909; 2002-2004";Mikania guaco Kunth ;Mikania guaco Kunth ;Asteraceae;"Rio Grande do Sul; São Paulo; Rio de Janeiro";" Canela, Santa Tereza;  Bertioga, Ubatuba, Rio de Janeiro (Grumari)";;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1060";"Tavares, J.S. 1909. Contributio prima ad cognitionem cecidologiae braziliae. Brotéria, Ser. Zool. 8:5-28, pls. I-VIII.; Möhn, E. 1973. Studien über neotropische Gallmücken (Diptera, Itonididae). 2. Teil. Stuttgarter Beiträge zur Naturkunde No. 257: 1–9."
Diptera;Cecidomyiidae;Alycaulus trilobata Möhn, 1964;Möhn, 1964;Möhn;1956;Mikania micrantha Kunth;Mikania micrantha Kunth;Asteraceae;São Paulo;Bertioga;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1041";NE
Diptera;Cecidomyiidae;Asphondylia ulei Rübsaamen, 1908;Rübsaamen, 1908;Ule;1910;Mikania sp.;Mikania sp.;Asteraceae;Rio de Janeiro;Palmeiras;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1069";Rübsaamen, E.H. 1908a. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. III. Beitrag: Gallen aus Brasilien und Peru. Marcellia 6:110-173.
